Location,Period,Dimension,Population using safely managed sanitation services (%)
Lao People's Democratic Republic,2006,Urban,51.62
Lao People's Democratic Republic,2006,Rural,29.93
Lao People's Democratic Republic,2005,Total,33.81
Lao People's Democratic Republic,2005,Urban,50.66
Lao People's Democratic Republic,2005,Rural,27.53
Lao People's Democratic Republic,2004,Total,31.56
Lao People's Democratic Republic,2004,Urban,49.7
Lao People's Democratic Republic,2004,Rural,25.11
Lao People's Democratic Republic,2003,Total,29.23
Lao People's Democratic Republic,2003,Urban,48.86
Lao People's Democratic Republic,2003,Rural,22.64
Lao People's Democratic Republic,2002,Total,26.87
Lao People's Democratic Republic,2002,Urban,48.01
Lao People's Democratic Republic,2002,Rural,20.18
Lao People's Democratic Republic,2001,Total,24.48
Lao People's Democratic Republic,2001,Urban,47.17
Lao People's Democratic Republic,2001,Rural,17.71
Lao People's Democratic Republic,2000,Total,21.82
Lao People's Democratic Republic,2000,Urban,45.87
Lao People's Democratic Republic,2000,Rural,15.04
Latvia,2017,Total,85.82
Latvia,2017,Urban,90.19
Latvia,2017,Rural,76.51
Latvia,2016,Total,85.34
Latvia,2016,Urban,89.81
Latvia,2016,Rural,75.84
Latvia,2015,Total,84.86
Latvia,2015,Urban,89.42
Latvia,2015,Rural,75.16
Latvia,2014,Total,84.07
Latvia,2014,Urban,88.72
Latvia,2014,Rural,74.22
Latvia,2013,Total,83.47
Latvia,2013,Urban,88.23
Latvia,2013,Rural,73.39
Latvia,2012,Total,82.86
Latvia,2012,Urban,87.74
Latvia,2012,Rural,72.55
Latvia,2011,Total,82.26
Latvia,2011,Urban,87.25
Latvia,2011,Rural,71.73
Latvia,2010,Total,81.76
Latvia,2010,Urban,86.91
Latvia,2010,Rural,70.91
Latvia,2009,Total,81.32
Latvia,2009,Urban,86.65
Latvia,2009,Rural,70.09
Latvia,2008,Total,80.89
Latvia,2008,Urban,86.39
Latvia,2008,Rural,69.28
Latvia,2007,Total,80.46
Latvia,2007,Urban,86.13
Latvia,2007,Rural,68.48
Latvia,2006,Total,80.04
Latvia,2006,Urban,85.87
Latvia,2006,Rural,67.68
Latvia,2005,Total,79.62
Latvia,2005,Urban,85.61
Latvia,2005,Rural,66.89
Latvia,2004,Total,79.46
Latvia,2004,Urban,85.67
Latvia,2004,Rural,66.33
Latvia,2003,Total,79.3
Latvia,2003,Urban,85.73
Latvia,2003,Rural,65.76
Latvia,2002,Total,79.09
Latvia,2002,Urban,85.7
Latvia,2002,Rural,65.14
Latvia,2001,Total,78.8
Latvia,2001,Urban,85.55
Latvia,2001,Rural,64.5
Latvia,2000,Total,78.83
Latvia,2000,Urban,85.55
Latvia,2000,Rural,64.5
Lebanon,2017,Total,21.76
Lebanon,2016,Total,21.46
Lebanon,2015,Total,21.15
Lebanon,2014,Total,20.84
Lebanon,2013,Total,20.53
Lebanon,2012,Total,20.22
Lebanon,2011,Total,19.91
Lebanon,2010,Total,19.61
Lebanon,2009,Total,19.3
Lebanon,2008,Total,18.99
Lebanon,2007,Total,18.68
Lebanon,2006,Total,18.37
Lebanon,2005,Total,18.06
Lebanon,2004,Total,17.75
Lebanon,2003,Total,17.44
Lebanon,2002,Total,17.14
Lebanon,2001,Total,17.14
Lebanon,2000,Total,17.14
Libya,2017,Total,26.11
Libya,2016,Total,26.11
Libya,2015,Total,26.33
Libya,2014,Total,26.52
Libya,2013,Total,26.72
Libya,2012,Total,26.92
Libya,2011,Total,27.12
Libya,2010,Total,27.32
Libya,2009,Total,27.52
Libya,2008,Total,27.71
Libya,2007,Total,27.91
Libya,2006,Total,28.11
Libya,2005,Total,28.31
Libya,2004,Total,28.51
Libya,2003,Total,28.71
Libya,2002,Total,28.9
Libya,2001,Total,29.1
Libya,2000,Total,29.3
Lithuania,2017,Total,91.31
Lithuania,2017,Urban,95.16
Lithuania,2017,Rural,83.32
Lithuania,2016,Total,90.78
Lithuania,2016,Urban,94.92
Lithuania,2016,Rural,82.23
Lithuania,2015,Total,90.24
Lithuania,2015,Urban,94.67
Lithuania,2015,Rural,81.15
Lithuania,2014,Total,89.7
Lithuania,2014,Urban,94.43
Lithuania,2014,Rural,80.06
Lithuania,2013,Total,89.17
Lithuania,2013,Urban,94.19
Lithuania,2013,Rural,78.98
Lithuania,2012,Total,88.64
Lithuania,2012,Urban,93.95
Lithuania,2012,Rural,77.92
Lithuania,2011,Total,88.1
Lithuania,2011,Urban,93.71
Lithuania,2011,Rural,76.86
Lithuania,2010,Total,87.59
Lithuania,2010,Urban,93.47
Lithuania,2010,Rural,75.8
Lithuania,2009,Total,87.1
Lithuania,2009,Urban,93.23
Lithuania,2009,Rural,74.75
Lithuania,2008,Total,86.59
Lithuania,2008,Urban,92.99
Lithuania,2008,Rural,73.69
Lithuania,2007,Total,86.07
Lithuania,2007,Urban,92.76
Lithuania,2007,Rural,72.63
Lithuania,2006,Total,85.55
Lithuania,2006,Urban,92.52
Lithuania,2006,Rural,71.57
Lithuania,2005,Total,85.02
Lithuania,2005,Urban,92.28
Lithuania,2005,Rural,70.52
Lithuania,2004,Total,84.51
Lithuania,2004,Urban,92.05
Lithuania,2004,Rural,69.46
Lithuania,2003,Total,84.02
Lithuania,2003,Urban,91.81
Lithuania,2003,Rural,68.4
Lithuania,2002,Total,83.53
Lithuania,2002,Urban,91.57
Lithuania,2002,Rural,67.34
Lithuania,2001,Total,83.05
Lithuania,2001,Urban,91.33
Lithuania,2001,Rural,66.29
Lithuania,2000,Total,82.56
Lithuania,2000,Urban,91.1
Lithuania,2000,Rural,65.23
Luxembourg,2017,Total,96.64
Luxembourg,2017,Urban,97.39
Luxembourg,2017,Rural,89.27
Luxembourg,2016,Total,96.05
Luxembourg,2016,Urban,96.81
Luxembourg,2016,Rural,88.77
Luxembourg,2015,Total,95.45
Luxembourg,2015,Urban,96.24
Luxembourg,2015,Rural,88.27
Luxembourg,2014,Total,94.86
Luxembourg,2014,Urban,95.66
Luxembourg,2014,Rural,87.78
Luxembourg,2013,Total,94.27
Luxembourg,2013,Urban,95.08
Luxembourg,2013,Rural,87.28
Luxembourg,2012,Total,93.68
Luxembourg,2012,Urban,94.51
Luxembourg,2012,Rural,86.78
Luxembourg,2011,Total,93.08
Luxembourg,2011,Urban,93.93
Luxembourg,2011,Rural,86.29
Luxembourg,2010,Total,92.49
Luxembourg,2010,Urban,93.35
Luxembourg,2010,Rural,85.79
Luxembourg,2009,Total,91.89
Luxembourg,2009,Urban,92.78
Luxembourg,2009,Rural,85.29
Luxembourg,2008,Total,91.3
Luxembourg,2008,Urban,92.2
Luxembourg,2008,Rural,84.8
Luxembourg,2007,Total,91.27
Luxembourg,2007,Urban,92.2
Luxembourg,2007,Rural,84.8
Luxembourg,2006,Total,91.24
Luxembourg,2006,Urban,92.2
Luxembourg,2006,Rural,84.81
Luxembourg,2005,Total,91.21
Luxembourg,2005,Urban,92.2
Luxembourg,2005,Rural,84.81
Luxembourg,2004,Total,91.18
Luxembourg,2004,Urban,92.21
Luxembourg,2004,Rural,84.82
Luxembourg,2003,Total,91.15
Luxembourg,2003,Urban,92.21
Luxembourg,2003,Rural,84.82
Luxembourg,2002,Total,91.12
Luxembourg,2002,Urban,92.21
Luxembourg,2002,Rural,84.83
Luxembourg,2001,Total,91.09
Luxembourg,2001,Urban,92.21
Luxembourg,2001,Rural,84.83
Luxembourg,2000,Total,91.04
Luxembourg,2000,Urban,92.21
Luxembourg,2000,Rural,84.84
Malaysia,2017,Total,88.63
Malaysia,2016,Total,87.24
Malaysia,2015,Total,85.87
Malaysia,2014,Total,85.04
Malaysia,2013,Total,84.14
Malaysia,2012,Total,83.25
Malaysia,2011,Total,82.38
Malaysia,2010,Total,81.52
Malaysia,2009,Total,80.67
Malaysia,2008,Total,79.91
Malaysia,2007,Total,79.15
Malaysia,2006,Total,78.97
Malaysia,2005,Total,78.77
Malaysia,2004,Total,78.58
Malaysia,2003,Total,78.38
Malaysia,2002,Total,78.17
Malaysia,2001,Total,77.97
Malaysia,2000,Total,77.75
Mali,2017,Total,18.71
Mali,2017,Urban,9.11
Mali,2017,Rural,25.54
Mali,2016,Total,18.02
Mali,2016,Urban,9.0
Mali,2016,Rural,24.24
Mali,2015,Total,17.34
Mali,2015,Urban,8.89
Mali,2015,Rural,22.96
Mali,2014,Total,16.62
Mali,2014,Urban,8.78
Mali,2014,Rural,21.68
Mali,2013,Total,15.91
Mali,2013,Urban,8.67
Mali,2013,Rural,20.43
Mali,2012,Total,15.21
Mali,2012,Urban,8.55
Mali,2012,Rural,19.22
Mali,2011,Total,14.51
Mali,2011,Urban,8.44
Mali,2011,Rural,18.04
Mali,2010,Total,13.82
Mali,2010,Urban,8.33
Mali,2010,Rural,16.9
Mali,2009,Total,13.13
Mali,2009,Urban,8.21
Mali,2009,Rural,15.8
Mali,2008,Total,12.45
Mali,2008,Urban,8.1
Mali,2008,Rural,14.73
Mali,2007,Total,11.77
Mali,2007,Urban,7.95
Mali,2007,Rural,13.7
Mali,2006,Total,11.1
Mali,2006,Urban,7.81
Mali,2006,Rural,12.7
Mali,2005,Total,10.44
Mali,2005,Urban,7.66
Mali,2005,Rural,11.75
Mali,2004,Total,9.79
Mali,2004,Urban,7.52
Mali,2004,Rural,10.82
Mali,2003,Total,9.15
Mali,2003,Urban,7.38
Mali,2003,Rural,9.94
Mali,2002,Total,8.53
Mali,2002,Urban,7.24
Mali,2002,Rural,9.08
Mali,2001,Total,7.93
Mali,2001,Urban,7.1
Mali,2001,Rural,8.27
Mali,2000,Total,7.33
Mali,2000,Urban,6.95
Mali,2000,Rural,7.48
Malta,2017,Total,92.98
Malta,2017,Urban,92.98
Malta,2017,Rural,93.03
Malta,2016,Total,92.99
Malta,2016,Urban,92.98
Malta,2016,Rural,93.03
Malta,2015,Total,92.99
Malta,2015,Urban,92.99
Malta,2015,Rural,93.03
Malta,2014,Total,92.99
Malta,2014,Urban,92.99
Malta,2014,Rural,93.03
Malta,2013,Total,92.99
Malta,2013,Urban,92.99
Malta,2013,Rural,93.03
Malta,2012,Total,93.0
Malta,2012,Urban,93.0
Malta,2012,Rural,93.03
Malta,2011,Total,93.0
Malta,2011,Urban,93.0
Malta,2011,Rural,93.03
Malta,2010,Total,93.0
Malta,2010,Urban,93.0
Malta,2010,Rural,93.03
Malta,2009,Total,93.01
Malta,2009,Urban,93.0
Malta,2009,Rural,93.03
Malta,2008,Total,93.01
Malta,2008,Urban,93.01
Malta,2008,Rural,93.03
Malta,2007,Total,93.01
Malta,2007,Urban,93.01
Malta,2007,Rural,93.03
Malta,2006,Total,93.01
Malta,2006,Urban,93.01
Malta,2006,Rural,93.03
Malta,2005,Total,93.02
Malta,2005,Urban,93.02
Malta,2005,Rural,93.03
Malta,2004,Total,93.02
Malta,2004,Urban,93.02
Malta,2004,Rural,93.03
Malta,2003,Total,93.02
Malta,2003,Urban,93.02
Malta,2003,Rural,93.03
Malta,2002,Total,93.02
Malta,2002,Urban,93.02
Malta,2002,Rural,93.03
Malta,2001,Total,93.03
Malta,2001,Urban,93.03
Malta,2001,Rural,93.03
Malta,2000,Total,93.03
Malta,2000,Urban,93.03
Malta,2000,Rural,93.03
Mexico,2017,Total,50.41
Mexico,2017,Urban,52.26
Mexico,2016,Total,47.96
Mexico,2016,Urban,49.72
Mexico,2015,Total,45.55
Mexico,2015,Urban,47.22
Mexico,2014,Total,43.18
Mexico,2014,Urban,44.75
Mexico,2013,Total,40.86
Mexico,2013,Urban,42.33
Mexico,2012,Total,38.57
Mexico,2012,Urban,39.94
Mexico,2011,Total,36.33
Mexico,2011,Urban,37.59
Mexico,2010,Total,34.14
Mexico,2010,Urban,35.28
Mexico,2009,Total,31.98
Mexico,2009,Urban,33.01
Mexico,2008,Total,29.87
Mexico,2008,Urban,30.78
Mexico,2007,Total,27.8
Mexico,2007,Urban,28.58
Mexico,2006,Total,25.77
Mexico,2006,Urban,26.42
Mexico,2005,Total,23.78
Mexico,2005,Urban,24.3
Mexico,2004,Total,21.84
Mexico,2004,Urban,22.21
Mexico,2003,Total,19.94
Mexico,2003,Urban,20.16
Mexico,2002,Total,18.08
Mexico,2002,Urban,18.15
Mexico,2001,Total,17.91
Mexico,2001,Urban,18.09
Mexico,2000,Total,17.73
Mexico,2000,Urban,18.03
Monaco,2017,Total,100.0
Monaco,2017,Urban,100.0
Monaco,2016,Total,100.0
Monaco,2016,Urban,100.0
Monaco,2015,Total,100.0
Monaco,2015,Urban,100.0
Monaco,2014,Total,100.0
Monaco,2014,Urban,100.0
Monaco,2013,Total,100.0
Monaco,2013,Urban,100.0
Monaco,2012,Total,100.0
Monaco,2012,Urban,100.0
Monaco,2011,Total,100.0
Monaco,2011,Urban,100.0
Monaco,2010,Total,100.0
Monaco,2010,Urban,100.0
Monaco,2009,Total,100.0
Monaco,2009,Urban,100.0
Monaco,2008,Total,100.0
Monaco,2008,Urban,100.0
Monaco,2007,Total,100.0
Monaco,2007,Urban,100.0
Monaco,2006,Total,100.0
Monaco,2006,Urban,100.0
Monaco,2005,Total,100.0
Monaco,2005,Urban,100.0
Monaco,2004,Total,100.0
Monaco,2004,Urban,100.0
Monaco,2003,Total,100.0
Monaco,2003,Urban,100.0
Monaco,2002,Total,100.0
Monaco,2002,Urban,100.0
Monaco,2001,Total,100.0
Monaco,2001,Urban,100.0
Monaco,2000,Total,100.0
Monaco,2000,Urban,100.0
Montenegro,2017,Urban,29.81
Montenegro,2016,Urban,29.81
Montenegro,2015,Urban,30.13
Montenegro,2014,Urban,30.36
Montenegro,2013,Urban,30.42
Montenegro,2012,Urban,30.48
Montenegro,2011,Urban,30.54
Montenegro,2010,Urban,30.61
Montenegro,2009,Urban,30.67
Montenegro,2008,Urban,30.74
Montenegro,2007,Urban,30.82
Montenegro,2006,Urban,30.9
Morocco,2017,Total,38.75
Morocco,2017,Urban,40.23
Morocco,2016,Total,38.73
Morocco,2016,Urban,40.23
Morocco,2015,Total,38.57
Morocco,2015,Urban,40.27
Morocco,2014,Total,38.41
Morocco,2014,Urban,40.3
Morocco,2013,Total,38.24
Morocco,2013,Urban,40.33
Morocco,2012,Total,37.79
Morocco,2012,Urban,40.04
Morocco,2011,Total,37.34
Morocco,2011,Urban,39.74
Morocco,2010,Total,36.89
Morocco,2010,Urban,39.45
Morocco,2009,Total,36.44
Morocco,2009,Urban,39.15
Morocco,2008,Total,35.98
Morocco,2008,Urban,38.86
Morocco,2007,Total,35.52
Morocco,2007,Urban,38.56
Morocco,2006,Total,35.06
Morocco,2006,Urban,38.26
Morocco,2005,Total,34.59
Morocco,2005,Urban,37.96
Morocco,2004,Total,34.13
Morocco,2004,Urban,37.66
Morocco,2003,Total,33.58
Morocco,2003,Urban,37.36
Morocco,2002,Total,33.03
Morocco,2002,Urban,37.06
Morocco,2001,Total,32.49
Morocco,2001,Urban,36.76
Morocco,2000,Total,32.21
Morocco,2000,Urban,36.79
Mozambique,2017,Rural,16.27
Mozambique,2016,Rural,15.32
Mozambique,2015,Rural,14.38
Mozambique,2014,Rural,13.45
Mozambique,2013,Rural,12.53
Mozambique,2012,Rural,11.63
Mozambique,2011,Rural,10.73
Mozambique,2010,Rural,9.85
Mozambique,2009,Rural,8.97
Mozambique,2008,Rural,8.11
Mozambique,2007,Rural,7.26
Mozambique,2006,Rural,6.42
Mozambique,2005,Rural,5.6
Mozambique,2004,Rural,4.78
Mozambique,2003,Rural,3.98
Mozambique,2002,Rural,3.18
Mozambique,2001,Rural,2.4
Mozambique,2000,Rural,1.65
Netherlands,2017,Total,97.47
Netherlands,2017,Urban,97.48
Netherlands,2017,Rural,97.45
Netherlands,2016,Total,97.47
Netherlands,2016,Urban,97.47
Netherlands,2016,Rural,97.44
Netherlands,2015,Total,97.47
Netherlands,2015,Urban,97.47
Netherlands,2015,Rural,97.44
Netherlands,2014,Total,97.47
Netherlands,2014,Urban,97.47
Netherlands,2014,Rural,97.44
Netherlands,2013,Total,97.47
Netherlands,2013,Urban,97.47
Netherlands,2013,Rural,97.44
Netherlands,2012,Total,97.47
Netherlands,2012,Urban,97.47
Netherlands,2012,Rural,97.44
Netherlands,2011,Total,97.46
Netherlands,2011,Urban,97.47
Netherlands,2011,Rural,97.44
Netherlands,2010,Total,97.46
Netherlands,2010,Urban,97.47
Netherlands,2010,Rural,97.44
Netherlands,2009,Total,97.46
Netherlands,2009,Urban,97.47
Netherlands,2009,Rural,97.44
Netherlands,2008,Total,97.46
Netherlands,2008,Urban,97.46
Netherlands,2008,Rural,97.44
Netherlands,2007,Total,97.46
Netherlands,2007,Urban,97.46
Netherlands,2007,Rural,97.43
Netherlands,2006,Total,97.46
Netherlands,2006,Urban,97.46
Netherlands,2006,Rural,97.43
Netherlands,2005,Total,97.46
Netherlands,2005,Urban,97.46
Netherlands,2005,Rural,97.43
Netherlands,2004,Total,97.45
Netherlands,2004,Urban,97.46
Netherlands,2004,Rural,97.43
Netherlands,2003,Total,97.45
Netherlands,2003,Urban,97.46
Netherlands,2003,Rural,97.43
Netherlands,2002,Total,97.45
Netherlands,2002,Urban,97.46
Netherlands,2002,Rural,97.43
Netherlands,2001,Total,97.45
Netherlands,2001,Urban,97.46
Netherlands,2001,Rural,97.43
Netherlands,2000,Total,97.45
Netherlands,2000,Urban,97.46
Netherlands,2000,Rural,97.43
New Zealand,2017,Total,88.68
New Zealand,2016,Total,88.08
New Zealand,2015,Total,87.47
New Zealand,2014,Total,86.87
New Zealand,2013,Total,86.28
New Zealand,2012,Total,85.68
New Zealand,2011,Total,85.08
New Zealand,2010,Total,84.49
New Zealand,2009,Total,83.89
New Zealand,2008,Total,83.3
New Zealand,2007,Total,82.71
New Zealand,2006,Total,82.12
New Zealand,2005,Total,81.53
New Zealand,2004,Total,80.95
New Zealand,2003,Total,80.36
New Zealand,2002,Total,79.78
New Zealand,2001,Total,79.19
New Zealand,2000,Total,78.61
Niger,2017,Total,9.6
Niger,2017,Urban,23.43
Niger,2017,Rural,6.9
Niger,2016,Total,9.32
Niger,2016,Urban,23.0
Niger,2016,Rural,6.66
Niger,2015,Total,9.04
Niger,2015,Urban,22.56
Niger,2015,Rural,6.41
Niger,2014,Total,8.74
Niger,2014,Urban,22.12
Niger,2014,Rural,6.15
Niger,2013,Total,8.43
Niger,2013,Urban,21.67
Niger,2013,Rural,5.87
Niger,2012,Total,8.12
Niger,2012,Urban,21.22
Niger,2012,Rural,5.58
Niger,2011,Total,7.79
Niger,2011,Urban,20.77
Niger,2011,Rural,5.28
Niger,2010,Total,7.45
Niger,2010,Urban,20.31
Niger,2010,Rural,4.97
Niger,2009,Total,7.11
Niger,2009,Urban,19.85
Niger,2009,Rural,4.64
Niger,2008,Total,6.75
Niger,2008,Urban,19.38
Niger,2008,Rural,4.3
Niger,2007,Total,6.37
Niger,2007,Urban,18.91
Niger,2007,Rural,3.94
Niger,2006,Total,5.99
Niger,2006,Urban,18.44
Niger,2006,Rural,3.58
Niger,2005,Total,5.6
Niger,2005,Urban,17.96
Niger,2005,Rural,3.2
Niger,2004,Total,5.19
Niger,2004,Urban,17.47
Niger,2004,Rural,2.81
Niger,2003,Total,4.73
Niger,2003,Urban,16.92
Niger,2003,Rural,2.37
Niger,2002,Total,4.21
Niger,2002,Urban,16.14
Niger,2002,Rural,1.9
Niger,2001,Total,3.69
Niger,2001,Urban,15.35
Niger,2001,Rural,1.43
Niger,2000,Total,3.16
Niger,2000,Urban,14.57
Niger,2000,Rural,0.96
Nigeria,2017,Total,26.65
Nigeria,2017,Urban,29.5
Nigeria,2017,Rural,23.86
Nigeria,2016,Total,26.54
Nigeria,2016,Urban,29.23
Nigeria,2016,Rural,23.98
Nigeria,2015,Total,26.42
Nigeria,2015,Urban,28.95
Nigeria,2015,Rural,24.1
Nigeria,2014,Total,26.3
Nigeria,2014,Urban,28.66
Nigeria,2014,Rural,24.21
Nigeria,2013,Total,26.18
Nigeria,2013,Urban,28.37
Nigeria,2013,Rural,24.32
Nigeria,2012,Total,26.06
Nigeria,2012,Urban,28.06
Nigeria,2012,Rural,24.41
Nigeria,2011,Total,25.94
Nigeria,2011,Urban,27.75
Nigeria,2011,Rural,24.5
Nigeria,2010,Total,25.82
Nigeria,2010,Urban,27.42
Nigeria,2010,Rural,24.58
Nigeria,2009,Total,25.69
Nigeria,2009,Urban,27.09
Nigeria,2009,Rural,24.65
Nigeria,2008,Total,25.57
Nigeria,2008,Urban,26.76
Nigeria,2008,Rural,24.72
Nigeria,2007,Total,25.44
Nigeria,2007,Urban,26.41
Nigeria,2007,Rural,24.78
Nigeria,2006,Total,25.32
Nigeria,2006,Urban,26.05
Nigeria,2006,Rural,24.83
Nigeria,2005,Total,25.19
Nigeria,2005,Urban,25.69
Nigeria,2005,Rural,24.87
Nigeria,2004,Total,25.06
Nigeria,2004,Urban,25.32
Nigeria,2004,Rural,24.9
Nigeria,2003,Total,24.93
Nigeria,2003,Urban,24.94
Nigeria,2003,Rural,24.93
Nigeria,2002,Total,24.81
Nigeria,2002,Urban,24.55
Nigeria,2002,Rural,24.95
Nigeria,2001,Total,24.5
Nigeria,2001,Urban,23.79
Nigeria,2001,Rural,24.89
Nigeria,2000,Total,24.59
Nigeria,2000,Urban,23.61
Nigeria,2000,Rural,25.12
Norway,2017,Total,76.32
Norway,2016,Total,76.11
Norway,2015,Total,75.91
Norway,2014,Total,75.7
Norway,2013,Total,75.5
Norway,2012,Total,75.3
Norway,2011,Total,75.1
Norway,2010,Total,74.9
Norway,2009,Total,74.7
Norway,2008,Total,74.5
Norway,2007,Total,74.31
Norway,2006,Total,74.11
Norway,2005,Total,73.92
Norway,2004,Total,73.73
Norway,2003,Total,73.54
Norway,2002,Total,73.35
Norway,2001,Total,73.16
Norway,2000,Total,72.97
Paraguay,2017,Total,58.47
Paraguay,2017,Urban,53.56
Paraguay,2017,Rural,66.24
Paraguay,2016,Total,57.7
Paraguay,2016,Urban,53.32
Paraguay,2016,Rural,64.56
Paraguay,2015,Total,56.9
Paraguay,2015,Urban,53.08
Paraguay,2015,Rural,62.82
Paraguay,2014,Total,56.09
Paraguay,2014,Urban,52.83
Paraguay,2014,Rural,61.08
Paraguay,2013,Total,55.27
Paraguay,2013,Urban,52.59
Paraguay,2013,Rural,59.33
Paraguay,2012,Total,54.45
Paraguay,2012,Urban,52.35
Paraguay,2012,Rural,57.58
Paraguay,2011,Total,53.61
Paraguay,2011,Urban,52.11
Paraguay,2011,Rural,55.83
Paraguay,2010,Total,52.77
Paraguay,2010,Urban,51.87
Paraguay,2010,Rural,54.08
Paraguay,2009,Total,51.91
Paraguay,2009,Urban,51.62
Paraguay,2009,Rural,52.33
Paraguay,2008,Total,51.05
Paraguay,2008,Urban,51.38
Paraguay,2008,Rural,50.57
Paraguay,2007,Total,50.17
Paraguay,2007,Urban,51.14
Paraguay,2007,Rural,48.81
Paraguay,2006,Total,49.28
Paraguay,2006,Urban,50.9
Paraguay,2006,Rural,47.04
Paraguay,2005,Total,48.38
Paraguay,2005,Urban,50.66
Paraguay,2005,Rural,45.28
Paraguay,2004,Total,47.47
Paraguay,2004,Urban,50.42
Paraguay,2004,Rural,43.51
Paraguay,2003,Total,46.55
Paraguay,2003,Urban,50.18
Paraguay,2003,Rural,41.74
Paraguay,2002,Total,45.61
Paraguay,2002,Urban,49.93
Paraguay,2002,Rural,39.97
Paraguay,2001,Total,44.63
Paraguay,2001,Urban,49.69
Paraguay,2001,Rural,38.19
Paraguay,2000,Total,43.62
Paraguay,2000,Urban,49.46
Paraguay,2000,Rural,36.39
Peru,2017,Total,42.76
Peru,2017,Urban,51.23
Peru,2016,Total,40.68
Peru,2016,Urban,48.83
Peru,2015,Total,38.63
Peru,2015,Urban,46.46
Peru,2014,Total,36.6
Peru,2014,Urban,44.1
Peru,2013,Total,34.6
Peru,2013,Urban,41.76
Peru,2012,Total,32.63
Peru,2012,Urban,39.44
Peru,2011,Total,30.69
Peru,2011,Urban,37.13
Peru,2010,Total,28.77
Peru,2010,Urban,34.85
Peru,2009,Total,26.89
Peru,2009,Urban,32.59
Peru,2008,Total,25.03
Peru,2008,Urban,30.34
Peru,2007,Total,23.2
Peru,2007,Urban,28.12
Peru,2006,Total,21.4
Peru,2006,Urban,25.91
Peru,2005,Total,19.62
Peru,2005,Urban,23.72
Peru,2004,Total,17.88
Peru,2004,Urban,21.56
Peru,2003,Total,16.17
Peru,2003,Urban,19.41
Peru,2002,Total,14.5
Peru,2002,Urban,17.29
Peru,2001,Total,12.87
Peru,2001,Urban,15.19
Peru,2000,Total,11.27
Peru,2000,Urban,13.1
Philippines,2017,Total,51.64
Philippines,2017,Urban,53.99
Philippines,2017,Rural,49.58
Philippines,2016,Total,50.89
Philippines,2016,Urban,53.51
Philippines,2016,Rural,48.61
Philippines,2015,Total,50.13
Philippines,2015,Urban,53.03
Philippines,2015,Rural,47.64
Philippines,2014,Total,49.39
Philippines,2014,Urban,52.55
Philippines,2014,Rural,46.68
Philippines,2013,Total,48.65
Philippines,2013,Urban,52.08
Philippines,2013,Rural,45.73
Philippines,2012,Total,47.91
Philippines,2012,Urban,51.61
Philippines,2012,Rural,44.79
Philippines,2011,Total,47.17
Philippines,2011,Urban,51.14
Philippines,2011,Rural,43.86
Philippines,2010,Total,46.44
Philippines,2010,Urban,50.67
Philippines,2010,Rural,42.93
Philippines,2009,Total,45.73
Philippines,2009,Urban,50.21
Philippines,2009,Rural,42.02
Philippines,2008,Total,45.04
Philippines,2008,Urban,49.74
Philippines,2008,Rural,41.11
Philippines,2007,Total,44.35
Philippines,2007,Urban,49.3
Philippines,2007,Rural,40.22
Philippines,2006,Total,43.73
Philippines,2006,Urban,48.97
Philippines,2006,Rural,39.33
Philippines,2005,Total,43.36
Philippines,2005,Urban,48.86
Philippines,2005,Rural,38.72
Philippines,2004,Total,42.99
Philippines,2004,Urban,48.74
Philippines,2004,Rural,38.12
Philippines,2003,Total,42.62
Philippines,2003,Urban,48.63
Philippines,2003,Rural,37.51
Philippines,2002,Total,42.25
Philippines,2002,Urban,48.52
Philippines,2002,Rural,36.91
Philippines,2001,Total,41.88
Philippines,2001,Urban,48.41
Philippines,2001,Rural,36.3
Philippines,2000,Total,41.51
Philippines,2000,Urban,48.3
Philippines,2000,Rural,35.7
Poland,2017,Total,93.25
Poland,2016,Total,92.76
Poland,2015,Total,91.98
Poland,2014,Total,91.21
Poland,2013,Total,90.44
Poland,2012,Total,89.57
Poland,2011,Total,88.63
Poland,2010,Total,87.69
Poland,2009,Total,86.76
Poland,2008,Total,85.83
Poland,2007,Total,84.91
Poland,2006,Total,84.0
Poland,2005,Total,83.09
Poland,2004,Total,82.19
Poland,2003,Total,81.3
Poland,2002,Total,80.65
Poland,2001,Total,79.97
Poland,2000,Total,79.3
Portugal,2017,Total,84.71
Portugal,2017,Urban,92.67
Portugal,2016,Total,84.54
Portugal,2016,Urban,92.61
Portugal,2015,Total,81.85
Portugal,2015,Urban,89.67
Portugal,2014,Total,79.01
Portugal,2014,Urban,86.54
Portugal,2013,Total,76.19
Portugal,2013,Urban,83.42
Portugal,2012,Total,73.39
Portugal,2012,Urban,80.3
Portugal,2011,Total,70.6
Portugal,2011,Urban,77.18
Portugal,2010,Total,67.84
Portugal,2010,Urban,74.06
Portugal,2009,Total,65.09
Portugal,2009,Urban,70.94
Portugal,2008,Total,62.36
Portugal,2008,Urban,67.83
Portugal,2007,Total,59.64
Portugal,2007,Urban,64.71
Portugal,2006,Total,56.95
Portugal,2006,Urban,61.6
Portugal,2005,Total,54.27
Portugal,2005,Urban,58.5
Portugal,2004,Total,51.62
Portugal,2004,Urban,55.39
Portugal,2003,Total,48.98
Portugal,2003,Urban,52.29
Portugal,2002,Total,48.82
Portugal,2002,Urban,52.24
Portugal,2001,Total,48.67
Portugal,2001,Urban,52.19
Portugal,2000,Total,48.51
