Unnamed: 0,Period,Location,Sector,Expenditure(million USD),GDP(%)
22936,2019,Poland,"Mining, manufacturing and construction",334.857,0.05618
22937,2019,Poland,Transport,20070.301,3.36717
22938,2019,Poland,Communication,61.27,0.01028
22939,2019,Poland,Fuel and energy,2289.172,0.38405
22940,2019,Poland,Environment protection,3125.089,0.52429
22941,2019,Poland,Housing and community amenities,3237.285,0.54312
22942,2019,Poland,Health,29142.84,4.88926
22943,2019,Poland,Education,29922.123,5.02
22944,2019,Poland,Social protection,99626.822,16.71427
22945,2019,Poland,General public services,25225.627,4.23207
22946,2019,Poland,Defence,9713.636,1.62964
22947,2019,Poland,Public order and safety,12482.805,2.09422
22948,2019,Poland,"Recreation, culture and religion",8168.944,1.37049
22949,2019,Poland,"General economic, commercial and labour affairs",2309.105,0.3874
22950,2019,Poland,Other industries,192.367,0.03227
22951,2019,Poland,RandD Economic affairs,682.773,0.11455
22952,2019,Poland,Economic affairs n.e.c.,189.786,0.03184
22953,2019,Portugal,Total function,101876.849,42.451
22954,2019,Portugal,"Agriculture, forestry, fishing and hunting",687.402,0.28643
22955,2019,Portugal,"Mining, manufacturing and construction",494.729,0.20615
22956,2019,Portugal,Transport,4265.579,1.77742
22957,2019,Portugal,Communication,54.149,0.02256
22958,2019,Portugal,Fuel and energy,141.714,0.05905
22959,2019,Portugal,Environment protection,1507.663,0.62823
22960,2019,Portugal,Housing and community amenities,1087.894,0.45331
22961,2019,Portugal,Health,15577.443,6.49095
22962,2019,Portugal,Education,10725.002,4.46899
22963,2019,Portugal,Social protection,40478.418,16.86693
22964,2019,Portugal,General public services,15777.236,6.57421
22965,2019,Portugal,Defence,1872.411,0.78021
22966,2019,Portugal,Public order and safety,3951.902,1.64672
22967,2019,Portugal,"Recreation, culture and religion",2083.006,0.86797
22968,2019,Portugal,"General economic, commercial and labour affairs",2327.197,0.96972
22969,2019,Portugal,Other industries,410.019,0.17085
22970,2019,Portugal,RandD Economic affairs,435.084,0.18129
22971,2019,Romania,Total function,90277.671,35.96465
22972,2019,Romania,"Agriculture, forestry, fishing and hunting",1476.831,0.58834
22973,2019,Romania,"Mining, manufacturing and construction",1174.23,0.46779
22974,2019,Romania,Transport,7169.594,2.85621
22975,2019,Romania,Communication,120.483,0.048
22976,2019,Romania,Fuel and energy,809.406,0.32245
22977,2019,Romania,Environment protection,1814.143,0.72271
22978,2019,Romania,Housing and community amenities,2648.702,1.05518
22979,2019,Romania,Health,12500.08,4.97976
22980,2019,Romania,Education,9108.042,3.62844
22981,2019,Romania,Social protection,29595.451,11.79018
22982,2019,Romania,General public services,10248.246,4.08268
22983,2019,Romania,Defence,4192.405,1.67016
22984,2019,Romania,Public order and safety,5596.442,2.2295
22985,2019,Romania,"Recreation, culture and religion",2579.8,1.02774
22986,2019,Romania,"General economic, commercial and labour affairs",732.033,0.29163
22987,2019,Romania,Other industries,38.722,0.01543
22988,2019,Romania,RandD Economic affairs,277.164,0.11042
22989,2019,Romania,Economic affairs n.e.c.,195.898,0.07804
22990,2019,Russian Federation,Total function,639876.404,37.79285
22991,2019,Russian Federation,"Agriculture, forestry, fishing and hunting",7587.284,0.44813
22992,2019,Russian Federation,"Mining, manufacturing and construction",440.655,0.02603
22993,2019,Russian Federation,Transport,9471.056,0.55939
22994,2019,Russian Federation,Communication,2294.754,0.13553
22995,2019,Russian Federation,Fuel and energy,915.387,0.05407
22996,2019,Russian Federation,Environment protection,3754.862,0.22177
22997,2019,Russian Federation,Housing and community amenities,20448.84,1.20776
22998,2019,Russian Federation,Health,56697.448,3.34871
22999,2019,Russian Federation,Education,59416.885,3.50932
23000,2019,Russian Federation,Social protection,201910.3,11.92537
23001,2019,Russian Federation,General public services,139734.742,8.25312
23002,2019,Russian Federation,Defence,31576.366,1.86499
23003,2019,Russian Federation,Public order and safety,36804.699,2.17379
23004,2019,Russian Federation,"Recreation, culture and religion",16540.296,0.97692
23005,2019,Russian Federation,"General economic, commercial and labour affairs",2375.696,0.14032
23006,2019,Russian Federation,Other industries,26001.558,1.53572
23007,2019,Russian Federation,RandD Economic affairs,1086.477,0.06417
23008,2019,Russian Federation,Economic affairs n.e.c.,22819.33,1.34777
23009,2019,Samoa,Total function,247.77,27.1513
23010,2019,Samoa,Environment protection,12.383,1.35694
23011,2019,Samoa,Housing and community amenities,7.324,0.80258
23012,2019,Samoa,Health,42.207,4.62519
23013,2019,Samoa,Education,38.13,4.1784
23014,2019,Samoa,Social protection,10.344,1.13354
23015,2019,Samoa,General public services,61.461,6.73508
23016,2019,Samoa,Defence,0.0,0.0
23017,2019,Samoa,Public order and safety,19.631,2.15125
23018,2019,Samoa,"Recreation, culture and religion",1.737,0.1903
23019,2019,San Marino,Total function,714.186,44.18833
23020,2019,San Marino,"Agriculture, forestry, fishing and hunting",5.274,0.32631
23021,2019,San Marino,"Mining, manufacturing and construction",0.0,0.0
23022,2019,San Marino,Transport,22.736,1.40673
23023,2019,San Marino,Communication,3.335,0.20636
23024,2019,San Marino,Fuel and energy,42.608,2.63623
23025,2019,San Marino,Environment protection,10.68,0.66078
23026,2019,San Marino,Housing and community amenities,9.006,0.55725
23027,2019,San Marino,Health,101.996,6.3107
23028,2019,San Marino,Education,63.619,3.93625
23029,2019,San Marino,Social protection,294.36,18.21272
23030,2019,San Marino,General public services,68.932,4.26501
23031,2019,San Marino,Defence,0.0,0.0
23032,2019,San Marino,Public order and safety,16.592,1.02658
23033,2019,San Marino,"Recreation, culture and religion",15.524,0.96049
23034,2019,San Marino,"General economic, commercial and labour affairs",54.539,3.37444
23035,2019,San Marino,Other industries,4.895,0.30286
23036,2019,San Marino,RandD Economic affairs,0.09,0.00559
23037,2019,San Marino,Economic affairs n.e.c.,0.0,0.0
23038,2019,Serbia and Montenegro,Total function,,
23039,2019,Serbia and Montenegro,"Agriculture, forestry, fishing and hunting",,
23040,2019,Serbia and Montenegro,"Mining, manufacturing and construction",,
23041,2019,Serbia and Montenegro,Transport,,
23042,2019,Serbia and Montenegro,Communication,,
23043,2019,Serbia and Montenegro,Fuel and energy,,
23044,2019,Serbia and Montenegro,Environment protection,,
23045,2019,Serbia and Montenegro,Housing and community amenities,,
23046,2019,Serbia and Montenegro,Health,,
23047,2019,Serbia and Montenegro,Education,,
23048,2019,Serbia and Montenegro,Social protection,,
23049,2019,Serbia and Montenegro,General public services,,
23050,2019,Serbia and Montenegro,Defence,,
23051,2019,Serbia and Montenegro,Public order and safety,,
23052,2019,Serbia and Montenegro,"Recreation, culture and religion",,
23053,2019,Serbia and Montenegro,"General economic, commercial and labour affairs",,
23054,2019,Serbia and Montenegro,Other industries,,
23055,2019,Serbia and Montenegro,RandD Economic affairs,,
23056,2019,Serbia and Montenegro,Economic affairs n.e.c.,,
23057,2019,Serbia and Montenegro,Others,,
23058,2019,Singapore,Total function,59423.358,15.82579
23059,2019,Singapore,"Agriculture, forestry, fishing and hunting",131.638,0.03506
23060,2019,Singapore,"Mining, manufacturing and construction",74.342,0.0198
23061,2019,Singapore,Transport,7514.849,2.00138
23062,2019,Singapore,Communication,96.254,0.02563
23063,2019,Singapore,Fuel and energy,2.652,0.00071
23064,2019,Singapore,Environment protection,1099.663,0.29287
23065,2019,Singapore,Housing and community amenities,3641.772,0.96989
23066,2019,Singapore,Health,8286.501,2.20688
23067,2019,Singapore,Education,9792.882,2.60807
23068,2019,Singapore,Social protection,3319.111,0.88395
23069,2019,Singapore,General public services,4987.921,1.3284
23070,2019,Singapore,Defence,10626.169,2.82999
23071,2019,Singapore,Public order and safety,4389.514,1.16903
23072,2019,Singapore,"Recreation, culture and religion",1827.525,0.48671
23073,2019,Singapore,"General economic, commercial and labour affairs",2525.75,0.67266
23074,2019,Singapore,Other industries,263.653,0.07022
23075,2019,Singapore,RandD Economic affairs,306.386,0.0816
23076,2019,Singapore,Economic affairs n.e.c.,536.776,0.14296
23077,2019,Slovakia,Total function,42847.909,40.52948
23078,2019,Slovakia,"Agriculture, forestry, fishing and hunting",264.823,0.25049
23079,2019,Slovakia,"Mining, manufacturing and construction",67.213,0.06358
23080,2019,Slovakia,Transport,4053.572,3.83424
23081,2019,Slovakia,Communication,48.328,0.04571
23082,2019,Slovakia,Fuel and energy,630.544,0.59643
23083,2019,Slovakia,Environment protection,855.592,0.8093
23084,2019,Slovakia,Housing and community amenities,545.453,0.51594
23085,2019,Slovakia,Health,6065.716,5.73751
23086,2019,Slovakia,Education,4486.596,4.24383
23087,2019,Slovakia,Social protection,15082.221,14.26615
23088,2019,Slovakia,General public services,5527.473,5.22839
23089,2019,Slovakia,Defence,1152.018,1.08968
23090,2019,Slovakia,Public order and safety,2410.99,2.28054
23091,2019,Slovakia,"Recreation, culture and religion",1213.152,1.14751
23092,2019,Slovakia,"General economic, commercial and labour affairs",195.427,0.18485
23093,2019,Slovakia,Other industries,160.085,0.15142
23094,2019,Slovakia,RandD Economic affairs,45.719,0.04325
23095,2019,Slovakia,Economic affairs n.e.c.,42.988,0.04066
23096,2019,Slovenia,Total function,23459.562,43.1785
23097,2019,Slovenia,"Agriculture, forestry, fishing and hunting",296.179,0.54513
23098,2019,Slovenia,"Mining, manufacturing and construction",0.0,0.0
23099,2019,Slovenia,Transport,1375.733,2.53211
23100,2019,Slovenia,Communication,11.62,0.02139
23101,2019,Slovenia,Fuel and energy,103.507,0.19051
23102,2019,Slovenia,Environment protection,307.99,0.56687
23103,2019,Slovenia,Housing and community amenities,225.305,0.41469
23104,2019,Slovenia,Health,3608.044,6.64078
23105,2019,Slovenia,Education,2949.211,5.42817
23106,2019,Slovenia,Social protection,8919.839,16.41741
23107,2019,Slovenia,General public services,2825.934,5.20127
23108,2019,Slovenia,Defence,524.888,0.96608
23109,2019,Slovenia,Public order and safety,868.074,1.59773
23110,2019,Slovenia,"Recreation, culture and religion",753.843,1.38749
23111,2019,Slovenia,"General economic, commercial and labour affairs",354.515,0.6525
23112,2019,Slovenia,Other industries,126.355,0.23256
23113,2019,Slovenia,RandD Economic affairs,208.39,0.38355
23114,2019,Slovenia,Economic affairs n.e.c.,0.123,0.00023
23115,2019,Somalia,Total function,0.013,0.00021
23116,2019,Somalia,"Agriculture, forestry, fishing and hunting",0.0,0.0
23117,2019,Somalia,"Mining, manufacturing and construction",0.0,0.0
23118,2019,Somalia,Transport,0.0,0.0
23119,2019,Somalia,Communication,0.0,0.0
23120,2019,Somalia,Fuel and energy,0.0,0.0
23121,2019,Somalia,Environment protection,0.0,0.0
23122,2019,Somalia,Housing and community amenities,0.0,0.0
23123,2019,Somalia,Health,0.0,0.0
23124,2019,Somalia,Education,0.001,1e-05
23125,2019,Somalia,Social protection,0.0,0.0
23126,2019,Somalia,General public services,0.006,9e-05
23127,2019,Somalia,Defence,0.003,4e-05
23128,2019,Somalia,Public order and safety,0.003,5e-05
23129,2019,Somalia,"Recreation, culture and religion",0.0,0.0
23130,2019,Somalia,"General economic, commercial and labour affairs",0.0,0.0
23131,2019,Somalia,Other industries,0.0,0.0
23132,2019,Somalia,RandD Economic affairs,0.0,0.0
23133,2019,Somalia,Economic affairs n.e.c.,0.0,0.0
23134,2019,South Africa,Total function,159818.781,41.13409
23135,2019,South Africa,"Agriculture, forestry, fishing and hunting",2042.242,0.52563
23136,2019,South Africa,"Mining, manufacturing and construction",969.382,0.2495
23137,2019,South Africa,Transport,9192.419,2.36594
23138,2019,South Africa,Communication,454.014,0.11685
23139,2019,South Africa,Fuel and energy,10583.989,2.7241
23140,2019,South Africa,Environment protection,1198.556,0.30848
23141,2019,South Africa,Housing and community amenities,7636.541,1.96549
23142,2019,South Africa,Health,19002.622,4.89089
23143,2019,South Africa,Education,29877.37,7.68982
23144,2019,South Africa,Social protection,20193.824,5.19748
23145,2019,South Africa,General public services,33818.145,8.7041
23146,2019,South Africa,Defence,3676.889,0.94636
23147,2019,South Africa,Public order and safety,13114.438,3.37539
23148,2019,South Africa,"Recreation, culture and religion",3672.91,0.94533
23149,2019,South Africa,"General economic, commercial and labour affairs",3313.033,0.85271
23150,2019,South Africa,Other industries,679.987,0.17501
23151,2019,South Africa,RandD Economic affairs,392.525,0.10103
23152,2019,South Africa,Economic affairs n.e.c.,0.0,0.0
23153,2019,Spain,Total function,589573.49,42.28394
23154,2019,Spain,"Agriculture, forestry, fishing and hunting",5290.637,0.37944
23155,2019,Spain,"Mining, manufacturing and construction",759.004,0.05444
23156,2019,Spain,Transport,20691.247,1.48397
23157,2019,Spain,Communication,1047.828,0.07515
23158,2019,Spain,Fuel and energy,4286.468,0.30742
23159,2019,Spain,Environment protection,12474.304,0.89465
23160,2019,Spain,Housing and community amenities,5937.693,0.42585
23161,2019,Spain,Health,85000.58,6.0962
23162,2019,Spain,Education,56034.177,4.01875
23163,2019,Spain,Social protection,242475.94,17.39026
23164,2019,Spain,General public services,75864.549,5.44097
23165,2019,Spain,Defence,11795.903,0.846
23166,2019,Spain,Public order and safety,25384.085,1.82053
23167,2019,Spain,"Recreation, culture and religion",16129.389,1.15679
23168,2019,Spain,"General economic, commercial and labour affairs",19186.674,1.37606
23169,2019,Spain,Other industries,2134.838,0.15311
23170,2019,Spain,RandD Economic affairs,4670.448,0.33496
23171,2019,Spain,Economic affairs n.e.c.,409.728,0.02939
23172,2019,Sri Lanka,Total function,16405.447,19.55298
23173,2019,Sri Lanka,Environment protection,0.0,0.0
23174,2019,Sri Lanka,Housing and community amenities,2158.335,2.57243
23175,2019,Sri Lanka,Health,1366.794,1.62902
23176,2019,Sri Lanka,Education,1623.749,1.93528
23177,2019,Sri Lanka,General public services,5857.566,6.98139
23178,2019,Sri Lanka,Defence,1367.478,1.62984
23179,2019,Sri Lanka,Public order and safety,508.013,0.60548
23180,2019,Sri Lanka,"Recreation, culture and religion",0.0,0.0
23181,2019,Sweden,Total function,262326.645,49.13592
23182,2019,Sweden,"Agriculture, forestry, fishing and hunting",764.087,0.14312
23183,2019,Sweden,"Mining, manufacturing and construction",536.563,0.1005
23184,2019,Sweden,Transport,14955.993,2.80138
23185,2019,Sweden,Communication,116.511,0.02182
23186,2019,Sweden,Fuel and energy,536.034,0.1004
23187,2019,Sweden,Environment protection,2630.374,0.49269
23188,2019,Sweden,Housing and community amenities,3634.038,0.68069
23189,2019,Sweden,Health,37174.986,6.96318
23190,2019,Sweden,Education,36918.388,6.91512
23191,2019,Sweden,Social protection,101198.527,18.95531
23192,2019,Sweden,General public services,36756.309,6.88476
23193,2019,Sweden,Defence,6567.319,1.23011
23194,2019,Sweden,Public order and safety,6953.328,1.30242
23195,2019,Sweden,"Recreation, culture and religion",6882.068,1.28907
23196,2019,Sweden,"General economic, commercial and labour affairs",6060.994,1.13527
23197,2019,Sweden,Other industries,195.806,0.03668
23198,2019,Sweden,RandD Economic affairs,417.092,0.07812
23199,2019,Sweden,Economic affairs n.e.c.,28.229,0.00529
23200,2019,"Switzerland, Liechtenstein",Total function,239927.142,32.50405
23201,2019,"Switzerland, Liechtenstein","Agriculture, forestry, fishing and hunting",4815.614,0.65239
23202,2019,"Switzerland, Liechtenstein","Mining, manufacturing and construction",0.0,0.0
23203,2019,"Switzerland, Liechtenstein",Transport,17950.252,2.4318
23204,2019,"Switzerland, Liechtenstein",Communication,77.558,0.01051
23205,2019,"Switzerland, Liechtenstein",Fuel and energy,2532.039,0.34303
23206,2019,"Switzerland, Liechtenstein",Environment protection,4043.658,0.54781
23207,2019,"Switzerland, Liechtenstein",Housing and community amenities,1456.875,0.19737
23208,2019,"Switzerland, Liechtenstein",Health,15768.105,2.13618
23209,2019,"Switzerland, Liechtenstein",Education,39967.539,5.41459
23210,2019,"Switzerland, Liechtenstein",Social protection,94203.368,12.76217
23211,2019,"Switzerland, Liechtenstein",General public services,31257.234,4.23456
23212,2019,"Switzerland, Liechtenstein",Defence,5938.901,0.80457
23213,2019,"Switzerland, Liechtenstein",Public order and safety,12012.851,1.62744
23214,2019,"Switzerland, Liechtenstein","Recreation, culture and religion",7258.874,0.98339
23215,2019,"Switzerland, Liechtenstein","General economic, commercial and labour affairs",762.96,0.10336
23216,2019,"Switzerland, Liechtenstein",Other industries,1015.589,0.13759
23217,2019,"Switzerland, Liechtenstein",RandD Economic affairs,839.773,0.11377
23218,2019,"Switzerland, Liechtenstein",Economic affairs n.e.c.,25.963,0.00352
23219,2019,Thailand,Total function,111302.624,20.457
23220,2019,Thailand,"Agriculture, forestry, fishing and hunting",7241.589,1.33098
23221,2019,Thailand,"Mining, manufacturing and construction",261.684,0.0481
23222,2019,Thailand,Transport,6463.268,1.18792
23223,2019,Thailand,Fuel and energy,2005.514,0.36861
23224,2019,Thailand,Environment protection,305.748,0.0562
23225,2019,Thailand,Housing and community amenities,1714.323,0.31509
23226,2019,Thailand,Health,7056.518,1.29696
23227,2019,Thailand,Education,16137.863,2.96608
23228,2019,Thailand,Social protection,16651.268,3.06044
23229,2019,Thailand,General public services,36292.976,6.67051
23230,2019,Thailand,Defence,6803.037,1.25037
23231,2019,Thailand,Public order and safety,6422.009,1.18034
23232,2019,Thailand,"Recreation, culture and religion",1858.692,0.34162
23233,2019,Thailand,"General economic, commercial and labour affairs",1888.886,0.34717
23234,2019,Thailand,Other industries,1120.87,0.20601
23235,2019,Thailand,RandD Economic affairs,402.61,0.074
23236,2019,Thailand,Economic affairs n.e.c.,309.395,0.05687
23237,2019,TÃ¼rkiye,Total function,264622.456,34.82173
23238,2019,TÃ¼rkiye,"Agriculture, forestry, fishing and hunting",7235.918,0.95218
23239,2019,TÃ¼rkiye,"Mining, manufacturing and construction",1356.298,0.17848
23240,2019,TÃ¼rkiye,Transport,12912.958,1.69922
23241,2019,TÃ¼rkiye,Communication,213.137,0.02805
23242,2019,TÃ¼rkiye,Fuel and energy,725.564,0.09548
23243,2019,TÃ¼rkiye,Environment protection,2321.488,0.30549
23244,2019,TÃ¼rkiye,Housing and community amenities,7690.866,1.01204
23245,2019,TÃ¼rkiye,Health,41960.624,5.52161
23246,2019,TÃ¼rkiye,Education,29566.151,3.89062
23247,2019,TÃ¼rkiye,Social protection,80931.552,10.6498
23248,2019,TÃ¼rkiye,General public services,37549.839,4.94119
23249,2019,TÃ¼rkiye,Defence,14806.444,1.94838
23250,2019,TÃ¼rkiye,Public order and safety,16378.724,2.15528
23251,2019,TÃ¼rkiye,"Recreation, culture and religion",5081.825,0.66872
23252,2019,TÃ¼rkiye,"General economic, commercial and labour affairs",3664.144,0.48217
23253,2019,TÃ¼rkiye,Other industries,2049.99,0.26976
23254,2019,TÃ¼rkiye,RandD Economic affairs,99.121,0.01304
23255,2019,TÃ¼rkiye,Economic affairs n.e.c.,78.163,0.01029
23256,2019,Ukraine,Total function,63455.315,41.23607
23257,2019,Ukraine,"Agriculture, forestry, fishing and hunting",557.217,0.3621
23258,2019,Ukraine,"Mining, manufacturing and construction",690.404,0.44866
23259,2019,Ukraine,Transport,2736.533,1.77832
23260,2019,Ukraine,Communication,53.553,0.0348
23261,2019,Ukraine,Fuel and energy,165.208,0.10736
23262,2019,Ukraine,Environment protection,376.509,0.24467
23263,2019,Ukraine,Housing and community amenities,1334.464,0.86719
23264,2019,Ukraine,Health,4998.996,3.24857
23265,2019,Ukraine,Education,9237.901,6.0032
23266,2019,Ukraine,Social protection,23114.969,15.02113
23267,2019,Ukraine,General public services,7786.59,5.06007
23268,2019,Ukraine,Defence,4125.578,2.68098
23269,2019,Ukraine,Public order and safety,5559.711,3.61295
23270,2019,Ukraine,"Recreation, culture and religion",1220.719,0.79328
23271,2019,Ukraine,"General economic, commercial and labour affairs",144.168,0.09369
23272,2019,Ukraine,Other industries,325.909,0.21179
23273,2019,Ukraine,RandD Economic affairs,54.106,0.03516
23274,2019,Ukraine,Economic affairs n.e.c.,972.831,0.63219
23275,2019,United Kingdom,Total function,1165655.371,40.79915
23276,2019,United Kingdom,"Agriculture, forestry, fishing and hunting",3286.765,0.11504
23277,2019,United Kingdom,"Mining, manufacturing and construction",351.014,0.01229
23278,2019,United Kingdom,Transport,46877.566,1.64076
23279,2019,United Kingdom,Communication,218.267,0.00764
23280,2019,United Kingdom,Fuel and energy,10245.772,0.35861
23281,2019,United Kingdom,Environment protection,18481.193,0.64686
23282,2019,United Kingdom,Housing and community amenities,22346.173,0.78214
23283,2019,United Kingdom,Health,217702.552,7.61982
23284,2019,United Kingdom,Education,140094.052,4.90344
23285,2019,United Kingdom,Social protection,422177.63,14.77666
23286,2019,United Kingdom,General public services,124454.156,4.35603
23287,2019,United Kingdom,Defence,56351.108,1.97235
23288,2019,United Kingdom,Public order and safety,50921.245,1.7823
23289,2019,United Kingdom,"Recreation, culture and religion",17046.504,0.59665
23290,2019,United Kingdom,"General economic, commercial and labour affairs",20228.603,0.70802
23291,2019,United Kingdom,Other industries,262.941,0.0092
23292,2019,United Kingdom,RandD Economic affairs,14418.368,0.50466
23293,2019,United Kingdom,Economic affairs n.e.c.,191.462,0.0067
23294,2019,United States of America,Total function,8221633.68,38.26489
23295,2019,United States of America,Environment protection,0.0,0.0
23296,2019,United States of America,Housing and community amenities,104714.84,0.48736
23297,2019,United States of America,Health,2040519.4,9.49693
23298,2019,United States of America,Education,1261277.56,5.8702
23299,2019,United States of America,Social protection,1628513.94,7.57938
23300,2019,United States of America,General public services,1253470.52,5.83387
23301,2019,United States of America,Defence,714237.63,3.32418
23302,2019,United States of America,Public order and safety,424401.76,1.97524
23303,2019,United States of America,"Recreation, culture and religion",59035.35,0.27476
23304,2019,Uzbekistan,Total function,13290.952,22.18573
23305,2019,Uzbekistan,Environment protection,26.948,0.04498
23306,2019,Uzbekistan,Housing and community amenities,394.549,0.6586
23307,2019,Uzbekistan,Health,1458.765,2.43502
23308,2019,Uzbekistan,Education,4055.568,6.7697
23309,2019,Uzbekistan,Social protection,3754.957,6.26791
23310,2019,Uzbekistan,General public services,1283.45,2.14238
23311,2019,Uzbekistan,"Recreation, culture and religion",331.295,0.55301
23312,2020,Albania,Total function,4917.828,32.49981
23313,2020,Albania,"Agriculture, forestry, fishing and hunting",110.37,0.72939
23314,2020,Albania,"Mining, manufacturing and construction",5.705,0.0377
23315,2020,Albania,Transport,341.284,2.2554
23316,2020,Albania,Communication,0.0,0.0
23317,2020,Albania,Fuel and energy,2.322,0.01534
23318,2020,Albania,Environment protection,48.758,0.32222
23319,2020,Albania,Housing and community amenities,475.99,3.14562
23320,2020,Albania,Health,474.83,3.13795
23321,2020,Albania,Education,498.392,3.29366
23322,2020,Albania,Social protection,1636.088,10.8122
23323,2020,Albania,General public services,767.053,5.06912
23324,2020,Albania,Defence,116.059,0.76699
23325,2020,Albania,Public order and safety,297.621,1.96685
23326,2020,Albania,"Recreation, culture and religion",62.974,0.41617
23327,2020,Albania,"General economic, commercial and labour affairs",9.568,0.06323
23328,2020,Albania,Other industries,7.179,0.04744
23329,2020,Albania,RandD Economic affairs,3.942,0.02605
23330,2020,Albania,Economic affairs n.e.c.,59.694,0.39449
23331,2020,Armenia,Total function,3936.125,31.13605
23332,2020,Armenia,"Agriculture, forestry, fishing and hunting",69.386,0.54887
23333,2020,Armenia,"Mining, manufacturing and construction",0.052,0.00041
23334,2020,Armenia,Transport,203.5,1.60975
23335,2020,Armenia,Communication,0.547,0.00433
23336,2020,Armenia,Fuel and energy,3.015,0.02385
23337,2020,Armenia,Environment protection,43.329,0.34275
23338,2020,Armenia,Housing and community amenities,45.782,0.36215
23339,2020,Armenia,Health,300.923,2.3804
23340,2020,Armenia,Education,376.783,2.98047
23341,2020,Armenia,Social protection,1073.222,8.48954
23342,2020,Armenia,General public services,625.999,4.95186
23343,2020,Armenia,Defence,793.168,6.27422
23344,2020,Armenia,Public order and safety,309.733,2.45009
23345,2020,Armenia,"Recreation, culture and religion",74.178,0.58678
23346,2020,Armenia,"General economic, commercial and labour affairs",34.878,0.2759
23347,2020,Armenia,Other industries,0.102,0.0008
23348,2020,Armenia,RandD Economic affairs,1.011,0.008
23349,2020,Australia,Total function,660774.092,46.15229
23350,2020,Australia,"Agriculture, forestry, fishing and hunting",3896.537,0.27216
23351,2020,Australia,"Mining, manufacturing and construction",3315.704,0.23159
23352,2020,Australia,Transport,49158.166,3.43349
23353,2020,Australia,Communication,389.516,0.02721
23354,2020,Australia,Fuel and energy,7683.652,0.53667
23355,2020,Australia,Environment protection,13887.005,0.96995
23356,2020,Australia,Housing and community amenities,9703.492,0.67775
23357,2020,Australia,Health,117574.668,8.2121
23358,2020,Australia,Education,87142.177,6.08651
23359,2020,Australia,Social protection,168762.997,11.78739
23360,2020,Australia,General public services,52395.417,3.6596
23361,2020,Australia,Defence,35494.135,2.47912
23362,2020,Australia,Public order and safety,30687.81,2.14341
23363,2020,Australia,"Recreation, culture and religion",13957.2,0.97485
23364,2020,Australia,"General economic, commercial and labour affairs",60814.744,4.24765
23365,2020,Australia,Other industries,1341.972,0.09373
23366,2020,Australia,RandD Economic affairs,559.499,0.03908
23367,2020,Australia,Economic affairs n.e.c.,4009.4,0.28004
23368,2020,Austria,Total function,246951.342,56.74104
23369,2020,Austria,"Agriculture, forestry, fishing and hunting",1705.756,0.39192
23370,2020,Austria,"Mining, manufacturing and construction",45.003,0.01034
23371,2020,Austria,Transport,13265.591,3.04798
23372,2020,Austria,Communication,247.0,0.05675
23373,2020,Austria,Fuel and energy,73.455,0.01688
23374,2020,Austria,Environment protection,1801.734,0.41398
23375,2020,Austria,Housing and community amenities,1244.468,0.28594
23376,2020,Austria,Health,39691.258,9.1197
23377,2020,Austria,Education,22129.364,5.08458
23378,2020,Austria,Social protection,99082.074,22.7657
23379,2020,Austria,General public services,26749.49,6.14613
23380,2020,Austria,Defence,2682.893,0.61644
23381,2020,Austria,Public order and safety,6209.892,1.42682
23382,2020,Austria,"Recreation, culture and religion",5191.521,1.19284
23383,2020,Austria,"General economic, commercial and labour affairs",21307.726,4.89579
23384,2020,Austria,Other industries,733.815,0.16861
23385,2020,Austria,RandD Economic affairs,4678.458,1.07495
23386,2020,Austria,Economic affairs n.e.c.,111.855,0.0257
23387,2020,Azerbaijan,Total function,17319.435,40.56739
23388,2020,Azerbaijan,"Agriculture, forestry, fishing and hunting",537.882,1.25988
23389,2020,Azerbaijan,"Mining, manufacturing and construction",2833.0,6.63575
23390,2020,Azerbaijan,Transport,158.353,0.37091
23391,2020,Azerbaijan,Communication,0.0,0.0
23392,2020,Azerbaijan,Fuel and energy,0.0,0.0
23393,2020,Azerbaijan,Environment protection,141.0,0.33026
23394,2020,Azerbaijan,Housing and community amenities,153.706,0.36003
23395,2020,Azerbaijan,Health,998.0,2.33762
23396,2020,Azerbaijan,Education,1697.653,3.97642
23397,2020,Azerbaijan,Social protection,4112.018,9.6316
23398,2020,Azerbaijan,General public services,2764.765,6.47592
23399,2020,Azerbaijan,Defence,2052.059,4.80655
23400,2020,Azerbaijan,Public order and safety,1273.176,2.98217
23401,2020,Azerbaijan,"Recreation, culture and religion",210.882,0.49395
23402,2020,Azerbaijan,"General economic, commercial and labour affairs",27.529,0.06448
23403,2020,Azerbaijan,Other industries,0.0,0.0
23404,2020,Azerbaijan,RandD Economic affairs,0.882,0.00207
23405,2020,Azerbaijan,Economic affairs n.e.c.,358.529,0.83979
23406,2020,Belarus,Total function,25552.107,41.63502
23407,2020,Belarus,"Agriculture, forestry, fishing and hunting",1197.248,1.95082
23408,2020,Belarus,"Mining, manufacturing and construction",365.653,0.5958
23409,2020,Belarus,Transport,320.475,0.52219
23410,2020,Belarus,Communication,35.184,0.05733
23411,2020,Belarus,Fuel and energy,209.113,0.34073
23412,2020,Belarus,Environment protection,63.869,0.10407
23413,2020,Belarus,Housing and community amenities,1352.354,2.20355
23414,2020,Belarus,Health,3241.153,5.28119
23415,2020,Belarus,Education,3288.652,5.35858
23416,2020,Belarus,Social protection,8354.748,13.61336
23417,2020,Belarus,General public services,3498.949,5.70124
